;COD_PERSONAL;Last Grade
16935;C023QLH;9
16936;C025BVH;5
16937;C025IZQ;5
16938;C026YBL;9
16939;C122GUB;9
16940;C122KLP;6
16941;C125XAR;5
16942;C139KNK;9
16943;C181FMP;5
16944;C220HFC;9
16945;C254RFF;9
16946;C320AUG;9
16947;C320YUF;9
16948;C320ZUF;9
16949;C321FVU;3
16950;C321HVU;5
16951;C321NKT;6
16952;C321SWK;6
16953;C386QES;9
16954;C420CXZ;9
16955;C422WMM;4
16956;C424SHM;9
16957;C425SQD;9
16958;C460HKF;9
16959;C461LGR;9
16960;C522MJC;7
16961;C522ZJK;9
16962;C543TEN;5
16963;C621SWL;9
16964;C621WXH;5
16965;C739AJX;9
16966;C754AZQ;9
16967;C789UIE;9
16968;C790AHV;9
16969;C822TNB;4
16970;C823TSY;9
16971;C847ZJI;4
16972;C920AEA;5
16973;C922JQR;6
16974;C922QRR;7
16975;C962CAJ;9
16976;C998EGB;4
16977;D086WGZ;4
16978;D150CPR;9
16979;D497ZFL;4
16980;D777UHW;9
16981;D993GUM;5
16982;E084TXF;6
16983;E155CBR;4
16984;E290MEM;4
16985;E352TLC;9
16986;E473YYT;9
16987;E761EQL;9
16988;E989KYG;5
16989;C017BMX;9
16990;C017CMX;5
16991;C017EMV;9
16992;C018SAE;9
16993;C019DYP;9
16994;C099KEQ;5
16995;C218QYP;6
16996;C219BUB;6
16997;C222DAH;9
16998;C318PAB;9
16999;C318TEW;9
17000;C318WBK;6
17001;C324BSK;9
17002;C324DZT;4
17003;C324IYT;9
17004;C324JTB;9
17005;C417MGK;9
17006;C417SFL;5
17007;C417SJI;9
17008;C417TDD;9
17009;C420GIK;9
17010;C425TBJ;5
17011;C518IBU;6
17012;C619TWI;9
17013;C621DPF;4
17014;C640UYD;9
17015;C839ZXV;9
17016;C917VVS;6
17017;C919GWA;9
17018;D458DUM;9
17019;C021UIZ;6
17020;C023FDG;9
17021;C023HDA;9
17022;C044ZLA;9
17023;C097PYL;9
17024;C122MAW;4
17025;C161CJB;9
17026;C220TGF;6
17027;C221JZP;6
17028;C258QUY;6
17029;C280ERZ;9
17030;C292TUW;9
17031;C318KMH;9
17032;C320AJU;5
17033;C332EYN;9
17034;C397QFQ;9
17035;C425BPQ;7
17036;C425JQF;9
17037;C425JTA;7
17038;C517UWL;4
17039;C532UUS;9
17040;C566NMW;9
17041;C621WVL;9
17042;C663YTW;9
17043;C671SWP;9
17044;C734YAR;9
17045;C781MLW;9
17046;C822UPW;7
17047;C822XPV;8
17048;C842FVI;9
17049;C872YUP;9
17050;C892LKP;9
17051;C923KJS;7
17052;C940STI;9
17053;C952DSH;9
17054;D083BPB;9
17055;D098DZB;9
17056;D126AKE;9
17057;D166HYU;9
17058;D228QYX;9
17059;D230QQU;9
17060;D280ZQP;6
17061;D296DWY;9
17062;D328FNJ;9
17063;D362LUI;8
17064;D578CCT;9
17065;D583VCU;6
17066;D636PJU;6
17067;D758TXT;9
17068;D759WAN;9
17069;D840HFU;9
17070;D965ERM;9
17071;E073PPW;6
17072;E132ANS;7
17073;E133YUY;3
17074;E549EFA;6
17075;E875EBT;8
17076;E980CTB;3
17077;C017DDW;7
17078;C017LKJ;6
17079;C019ZSB;5
17080;C118BHL;6
17081;C118TDJ;9
17082;C118UCV;9
17083;C122XEQ;5
17084;C122XIJ;3
17085;C181FAK;3
17086;C219IWH;3
17087;C219JZK;4
17088;C219XSD;4
17089;C219YSD;3
17090;C219ZSD;4
17091;C221HHM;7
17092;C321RRJ;3
17093;C324FAU;9
17094;C325LIA;4
17095;C325TZT;4
17096;C336AML;3
17097;C393PXL;9
17098;C417QGB;6
17099;C418IXE;9
17100;C418YXI;9
17101;C420SZP;9
17102;C421SBH;3
17103;C458VKM;9
17104;C523ZIS;4
17105;C619KQG;6
17106;C619YUY;9
17107;C717BEI;4
17108;C717FME;4
17109;C719PDJ;3
17110;C723QSD;8
17111;C844SCG;3
17112;C863IAG;6
17113;C877VAE;3
17114;C917QFT;6
17115;C919YVQ;4
17116;C921XZB;7
17117;C922CZJ;9
17118;C931YBQ;9
17119;D027IBD;9
17120;D046NPL;6
17121;D052CNG;6
17122;D075CJG;9
17123;D128LUI;6
17124;D137QXF;7
17125;D149KJS;6
17126;D172NRA;6
17127;D229MCQ;9
17128;D283RQB;9
17129;D298LJY;9
17130;D476VZE;3
17131;D486JIM;7
17132;D528ZNT;9
17133;D537JWC;4
17134;D665HMG;9
17135;D682HYK;4
17136;D727ANE;9
17137;D728CUX;9
17138;D744UPU;6
17139;D772REJ;9
17140;D785QFE;9
17141;D827AKX;5
17142;D848KSB;4
17143;D991MLV;3
17144;E197YCR;5
17145;E560RYX;3
17146;E962BZX;5
17147;C217AKP;6
17148;C217NKR;6
17149;C217PLX;6
17150;C217TKN;5
17151;C217VJR;5
17152;C260YCF;9
17153;C319NTR;3
17154;C319XST;6
17155;C345HKK;7
17156;C362HGL;5
17157;C423FTG;6
17158;C423HLY;5
17159;C424RTZ;6
17160;C455LIL;9
17161;C467QWN;9
17162;C497IDB;5
17163;C523MLW;3
17164;C525GDH;3
17165;C654FUH;4
17166;C723NQA;5
17167;C817HID;6
17168;C817MUU;5
17169;C823YJY;7
17170;C864SIH;3
17171;C865MHH;6
17172;C918DWD;6
17173;C981EDQ;6
17174;D081UAH;9
17175;D097JKY;9
17176;D198PRH;5
17177;D357QAM;6
17178;D464VZY;6
17179;D494CPF;6
17180;D687RFS;6
17181;D757UQE;5
17182;D767IME;6
17183;D799RSF;6
17184;D843NFC;5
17185;E457KUF;6
17186;E777VVE;6
17187;C020SBI;4
17188;C021IMV;4
17189;C023PKD;9
17190;C119KAL;3
17191;C121WHE;9
17192;C122TWN;5
17193;C128DJG;8
17194;C153RUT;9
17195;C169PSG;7
17196;C177FBG;7
17197;C221FEB;3
17198;C318BIG;9
17199;C318QIA;4
17200;C318VUF;7
17201;C324AUX;3
17202;C324MXN;5
17203;C324UVI;4
17204;C417GXF;6
17205;C417PTQ;6
17206;C417QTQ;4
17207;C419DYL;6
17208;C419TXZ;3
17209;C425AEV;3
17210;C425BCL;4
17211;C460DQE;9
17212;C477TYL;5
17213;C517LJB;9
17214;C517TTU;9
17215;C519JIP;4
17216;C519XIU;6
17217;C573MUI;9
17218;C587JIR;9
17219;C622MPE;8
17220;C622XWC;5
17221;C622YUP;5
17222;C633BAZ;9
17223;C727XQW;5
17224;C785WKJ;9
17225;C831SRH;8
17226;C844IAH;9
17227;C889WVX;9
17228;C917GPP;9
17229;C917KZV;4
17230;C919SUI;3
17231;D076WQN;6
17232;D080IJZ;3
17233;D081MCR;5
17234;D153MWA;8
17235;D170FPM;8
17236;D187QTJ;4
17237;D236UHU;6
17238;D241PXF;9
17239;D248EBZ;6
17240;D252SMW;3
17241;D254CVK;3
17242;D264DDQ;5
17243;D287LZW;9
17244;D357HMQ;6
17245;D375CVH;8
17246;D428PLN;7
17247;D434HQK;9
17248;D442PYH;9
17249;D461VZL;9
17250;D482WGX;9
17251;D484BNW;7
17252;D555BSQ;9
17253;D568TCL;9
17254;D574JUI;6
17255;D587QDP;9
17256;D596JHA;9
17257;D628HHE;9
17258;D638EIK;9
17259;D678MDB;9
17260;D753CUV;9
17261;D760RPI;9
17262;D829RHI;6
17263;D846IKV;9
17264;D891THU;7
17265;D937WXP;3
17266;D946GBX;4
17267;D948JAL;6
17268;D994RBI;9
17269;E070FSK;6
17270;E149QCB;9
17271;E292LRL;5
17272;E333EZQ;7
17273;E362FRK;9
17274;E375BHH;6
17275;E469YSQ;6
17276;E486AKM;7
17277;E536PGQ;4
17278;E597DAY;4
17279;E641TSF;3
17280;E658NDJ;9
17281;E751YTD;9
17282;E760LTA;8
17283;E790EJW;9
17284;E889FVW;4
17285;E933QID;8
17286;E946FPS;9
17287;E955EFB;9
17288;E993PQP;9
17289;E997IPY;9
17290;G746SGV;3
17291;C019TMA;9
17292;C021SXU;7
17293;C024TXC;9
17294;C067GWF;9
17295;C085SRJ;9
17296;C111BXF;9
17297;C111FHD;3
17298;C111IHG;9
17299;C111JYB;3
17300;C113JCQ;7
17301;C113SLI;7
17302;C113TCP;7
17303;C148FLX;9
17304;C215FJC;9
17305;C236RCU;9
17306;C294HMN;9
17307;C312ATL;9
17308;C312ETK;9
17309;C312FTK;9
17310;C312NLH;6
17311;C312TUU;8
17312;C312YKQ;3
17313;C316MZJ;6
17314;C387GWE;6
17315;C414BSQ;3
17316;C414VSC;6
17317;C416KKM;3
17318;C452SJK;7
17319;C480EWR;9
17320;C484RLA;9
17321;C511NTT;7
17322;C511RTV;3
17323;C535QJY;6
17324;C537MZT;3
17325;C564CDX;7
17326;C583BME;8
17327;C613DNM;6
17328;C613UAY;3
17329;C613VMS;6
17330;C613XMS;7
17331;C615EGV;3
17332;C615WEG;9
17333;C624JIH;9
17334;C633BDW;9
17335;C712PPJ;7
17336;C712XNZ;9
17337;C713JDX;4
17338;C744RVP;5
17339;C814SPU;9
17340;C826IMI;3
17341;C844ARB;5
17342;C878BJK;3
17343;C911SYR;9
17344;C941UDV;3
17345;C946KPX;9
17346;C957GAS;7
17347;D068QPV;9
17348;D529JEE;6
17349;D532XGD;4
17350;D653AYT;3
17351;E375LYA;7
17352;E855WRW;6
17353;C015AMZ;6
17354;C041UDV;9
17355;C070PNF;9
17356;C117GPA;9
17357;C119LMG;6
17358;C232FZQ;9
17359;C295WWW;9
17360;C318NQX;4
17361;C318SRB;3
17362;C320NPR;9
17363;C324DXM;6
17364;C324YZM;9
17365;C354BLG;9
17366;C381JJY;9
17367;C390NIC;9
17368;C421YMD;9
17369;C517GSC;9
17370;C517UFW;9
17371;C517ZJL;3
17372;C519FEJ;8
17373;C519GEJ;9
17374;C519QCY;6
17375;C519YKY;6
17376;C529XPB;9
17377;C584WQG;9
17378;C643JBE;9
17379;C698GJY;9
17380;C718GKY;3
17381;C718VFA;9
17382;C718ZFI;6
17383;C721AXV;7
17384;C735MEQ;9
17385;C770XUQ;9
17386;C824JUQ;6
17387;C874JBS;9
17388;C917PSM;6
17389;C919QSJ;7
17390;C941XHG;9
17391;C979WAQ;5
17392;D063LFV;7
17393;D079EKU;3
17394;D082VIW;9
17395;D083UAN;6
17396;D093PQT;9
17397;D156EWJ;9
17398;D185MVS;6
17399;D193ZFF;3
17400;D198JCU;5
17401;D277RYS;6
17402;D285SXW;9
17403;D291HHX;4
17404;D362CSK;9
17405;D656YLJ;5
17406;D746URD;9
17407;D761YDR;9
17408;D770QEK;6
17409;D790MQY;6
17410;D887MEU;9
17411;D982WDL;6
17412;D994KWQ;9
17413;E070LWG;3
17414;E145KNR;9
17415;E169TEX;9
17416;E183KFP;4
17417;E495PWF;9
17418;E684IMW;9
17419;E691ARH;3
17420;E771JIB;6
17421;E839NJY;6
17422;E930NUU;7
17423;E972HDP;7
17424;F251FZF;6
17425;C024BLL;5
17426;C024SFC;6
17427;C112MTF;6
17428;C112PTF;6
17429;C212CHC;9
17430;C212FCZ;3
17431;C212FDL;6
17432;C212FHC;6
17433;C212WJN;6
17434;C215GIZ;9
17435;C313XXM;9
17436;C337SSU;6
17437;C368ZTR;5
17438;C373BTZ;8
17439;C411YRZ;6
17440;C413EME;5
17441;C413IMM;8
17442;C413KMF;5
17443;C413LMF;6
17444;C413QMC;4
17445;C482UDH;6
17446;C483RLW;6
17447;C487GHK;3
17448;C512ESK;6
17449;C512LNN;4
17450;C524BSU;4
17451;C524DRQ;6
17452;C556MXY;6
17453;C612PCU;3
17454;C696MVG;9
17455;C710TWJ;6
17456;C746CQN;6
17457;C773ERL;9
17458;C777KFW;9
17459;C810ACV;6
17460;C810KGG;6
17461;C811CLA;6
17462;C811JLH;6
17463;C811KLB;8
17464;C811PPI;9
17465;C811UHI;3
17466;C811VHH;6
17467;C876GXN;5
17468;C910IFK;9
17469;C910YPK;4
17470;C912DYE;6
17471;C912IJF;5
17472;C912JUF;3
17473;C912JUK;3
17474;C912KND;5
17475;C924APL;6
17476;C924SPF;3
17477;D035PHD;6
17478;D036FGW;3
17479;D052XHX;3
17480;D132VQN;8
17481;D136MLS;6
17482;D145EMI;8
17483;D265FZT;6
17484;D271TSS;8
17485;D358QHI;6
17486;D381DZY;8
17487;D492VBC;6
17488;D540IWQ;6
17489;D667XWD;9
17490;D670HIU;9
17491;D674ZRK;6
17492;D729UJC;9
17493;D745PDJ;6
17494;D883CNG;9
17495;D883QQJ;6
17496;D898IEN;6
17497;D929TDJ;6
17498;D946CTH;6
17499;E027VGU;9
17500;E168GPK;3
17501;E259KWG;6
17502;E269DRS;3
17503;E344BVI;6
17504;E390FLP;3
17505;E451SRQ;6
17506;E462JAF;7
17507;E482USY;6
17508;E762VGE;9
17509;C025CAN;7
17510;C025HBA;9
17511;C033VFL;9
17512;C070YSN;9
17513;C072FYU;7
17514;C111BYK;9
17515;C111XNQ;7
17516;C111YYJ;9
17517;C113JME;6
17518;C168XRB;9
17519;C193EXY;6
17520;C211DAX;5
17521;C211PBB;9
17522;C211QBB;9
17523;C215ZKT;7
17524;C238NNQ;9
17525;C249FQL;3
17526;C253QFL;9
17527;C265CTU;9
17528;C312IVH;9
17529;C320WQX;3
17530;C492VFM;9
17531;C549TGM;9
17532;C551IDS;7
17533;C579JLP;9
17534;C611MDH;3
17535;C613CKS;4
17536;C613KNN;9
17537;C656HIH;9
17538;C712RPQ;9
17539;C786HYT;9
17540;C798GIW;8
17541;C835KUA;9
17542;C837ZIT;6
17543;C838WIK;7
17544;C849NYR;9
17545;C885UHY;9
17546;C911MZS;7
17547;C923DBE;9
17548;C951KKL;3
17549;C976EYQ;9
17550;C979NGU;9
17551;D591JQC;9
17552;E433LCV;6
17553;E448PXP;7
17554;E783NAS;9
17555;C011JEX;6
17556;C011KEX;6
17557;C011MAK;7
17558;C013CMD;3
17559;C013KNZ;6
17560;C013TSP;4
17561;C024LRE;8
17562;C024RRD;5
17563;C039DUC;6
17564;C046FXX;6
17565;C212GVS;9
17566;C212MTV;4
17567;C222FFQ;6
17568;C222JKL;3
17569;C222LFU;6
17570;C288ISX;6
17571;C298XZW;3
17572;C314NSG;3
17573;C370YZZ;4
17574;C421HNG;6
17575;C421WNV;5
17576;C484EVN;9
17577;C496VHM;3
17578;C498QSS;9
17579;C511EEZ;6
17580;C511FEZ;6
17581;C511KDB;9
17582;C511NEY;9
17583;C511UAE;9
17584;C511ZDW;6
17585;C513CCM;9
17586;C513DCM;9
17587;C513FCN;9
17588;C513GCD;9
17589;C513JCN;7
17590;C513WMN;3
17591;C520BGI;4
17592;C525MEV;9
17593;C551EPY;6
17594;C572ILJ;8
17595;C612JWT;4
17596;C612PTD;6
17597;C612RSC;6
17598;C612YWV;3
17599;C622XGW;6
17600;C624AAA;7
17601;C645NUS;9
17602;C651QCS;9
17603;C662DTU;4
17604;C750LEE;7
17605;C765KJY;3
17606;C777GAG;4
17607;C797NAE;4
17608;C811FVG;6
17609;C811FXF;9
17610;C821LQE;6
17611;C821SKX;6
17612;C910UVY;9
17613;C911GDP;4
17614;C915AMB;3
17615;C920EIV;3
17616;C922BTM;9
17617;C924CUX;4
17618;C924JUQ;5
17619;C956MNT;3
17620;C964JYU;3
17621;C980HEP;9
17622;C981BLH;7
17623;D043DUA;9
17624;D045DIY;9
17625;D150JHL;3
17626;D262RKL;3
17627;D299QRQ;6
17628;D394LAE;9
17629;D497XYQ;6
17630;D531FSA;6
17631;E139TXV;6
17632;E139XAL;3
17633;E167AXX;6
17634;E183EXN;5
17635;E235YNJ;6
17636;E246REL;4
17637;E247IKV;9
17638;E369UFW;5
17639;E374VSL;5
17640;E376LVB;7
17641;E491MZV;9
17642;E570RVW;9
17643;E589JBL;5
17644;E655AED;9
17645;E674SVA;9
17646;E736QLU;9
17647;E740HZC;9
17648;E754YTI;5
17649;E767HMS;5
17650;E830WTH;8
17651;E872ISX;7
17652;E932NMQ;3
17653;E965PKG;5
17654;F049PVS;3
17655;C018DQT;3
17656;C018GRV;3
17657;C018VUW;3
17658;C020DKT;6
17659;C021HEE;6
17660;C031ZNZ;9
17661;C032HUW;9
17662;C072MCZ;9
17663;C078BZF;9
17664;C087NPW;9
17665;C092HDY;9
17666;C115PNY;6
17667;C119NYU;3
17668;C143XUK;9
17669;C219EEQ;9
17670;C219IEK;6
17671;C219RER;3
17672;C219SJK;6
17673;C219WED;5
17674;C297VQA;9
17675;C316WRS;9
17676;C325WGI;3
17677;C344ALS;3
17678;C371HVU;9
17679;C418KLW;5
17680;C418MRZ;9
17681;C418XMH;4
17682;C419XSL;6
17683;C420FCU;6
17684;C572QUR;9
17685;C597SWE;9
17686;C617NUD;6
17687;C617NUZ;3
17688;C618WXG;4
17689;C619BBV;6
17690;C619IBZ;9
17691;C619WHY;4
17692;C724RVT;4
17693;C746UYT;9
17694;C780VPT;9
17695;C796WHI;5
17696;C818LHL;4
17697;C818MJB;9
17698;C818MJE;4
17699;C818NJE;6
17700;C818QIP;6
17701;C818VNB;9
17702;C835GGN;9
17703;C915EQW;3
17704;C916CTP;9
17705;C916FKS;3
17706;C916GKS;6
17707;C916JKP;5
17708;C916MKP;9
17709;C916QJA;7
17710;C916QJL;3
17711;C916XIP;5
17712;C916YIP;9
17713;C964IIB;9
17714;D046UIM;4
17715;D158MKS;9
17716;D257PLR;6
17717;D295DTT;6
17718;D341GPG;6
17719;D382NGZ;9
17720;D556AWI;6
17721;D597DUF;9
17722;D685BGY;3
17723;D738QUA;3
17724;D842LYV;9
17725;E192YUH;9
17726;E262DXQ;9
17727;E270UEX;9
17728;E295GSH;9
17729;E369KBD;9
17730;E388JHR;9
17731;E465IGZ;9
17732;E542RFA;9
17733;E559ZQC;9
17734;E565URH;9
17735;E646PFG;9
17736;E659ECS;6
17737;E665UBF;9
17738;E672PUA;3
17739;E889HIJ;9
17740;E980ZRP;9
17741;F033QKR;4
17742;C018GIS;9
17743;C020CRF;9
17744;C020LXH;9
17745;C020QWQ;4
17746;C073DJT;6
17747;C120PAA;9
17748;C150VFG;9
17749;C221ZMN;5
17750;C265GBJ;9
17751;C276FWX;9
17752;C354DMQ;9
17753;C422CFI;7
17754;C422RED;9
17755;C519BSH;6
17756;C617JLP;9
17757;C621FNK;8
17758;C621TNJ;7
17759;C638GQY;9
17760;C820RWK;4
17761;C920MWE;3
17762;C920QVZ;9
17763;E031RJY;9
17764;E098NMM;6
17765;C012SYZ;9
17766;C016GCP;6
17767;C034CHT;9
17768;C050AKJ;9
17769;C086TJP;5
17770;C112GCU;9
17771;C213CAX;4
17772;C213IVE;9
17773;C215GMV;9
17774;C224WVA;3
17775;C260LED;8
17776;C294VEF;9
17777;C311KDC;9
17778;C384XRD;3
17779;C412LHA;6
17780;C442IUM;9
17781;C492BFB;9
17782;C510DHU;6
17783;C510EHU;9
17784;C510EIH;9
17785;C512EBY;9
17786;C610BRH;9
17787;C610GWR;9
17788;C610NRA;5
17789;C610PYB;9
17790;C610RDX;3
17791;C669WLC;6
17792;C711FJS;9
17793;C783GWL;8
17794;C812DTU;9
17795;C812PLX;8
17796;C812SUE;9
17797;C812TXA;9
17798;C896XTY;9
17799;C924KES;6
17800;D043UBV;6
17801;D051NFE;8
17802;D078DCM;9
17803;D338YLG;6
17804;D399XZN;3
17805;D452CYE;9
17806;D467CZI;9
17807;D467TSI;9
17808;D469DQQ;9
17809;D479GXA;7
17810;D559RAA;9
17811;D587CTJ;9
17812;D633PTC;4
17813;D636NHN;9
17814;D637PDU;9
17815;D680KCC;9
17816;D690LIC;9
17817;D761PIV;5
17818;D961XZL;5
17819;E228WBH;3
17820;E458GZM;3
17821;E572RIK;9
17822;E631JEL;3
17823;E726LVV;4
17824;E756DUV;9
17825;E872DKB;9
17826;C012GII;3
17827;C012YIN;4
17828;C021DSE;9
17829;C023GNN;6
17830;C113WXN;6
17831;C113XXN;9
17832;C211FRR;6
17833;C211LNF;3
17834;C211TQS;9
17835;C213UZQ;9
17836;C222DDR;3
17837;C224LLL;4
17838;C311QGW;6
17839;C412ABM;6
17840;C412VEC;9
17841;C412YBE;3
17842;C510BCK;3
17843;C510BCW;4
17844;C510CCK;4
17845;C510WCT;9
17846;C611GLY;9
17847;C611QIX;9
17848;C611RIX;6
17849;C712GZW;9
17850;C712WZU;9
17851;C712YZU;3
17852;C712ZZU;3
17853;C869FEW;4
17854;C923DTW;8
17855;C936FUI;3
17856;C973ZVN;9
17857;D155HZX;6
17858;D181HIN;6
17859;D226SNE;4
17860;D358MGI;6
17861;D486LVB;9
17862;D677XQI;6
17863;D852YPH;9
17864;D931HBS;6
17865;E050EVB;6
17866;E058BKN;4
17867;E076WQA;3
17868;E093FFE;6
17869;E198UVH;9
17870;E228LXR;9
17871;E231RIR;9
17872;E259HPH;4
17873;E336WFI;6
17874;E353XCE;6
17875;E535DMN;6
17876;E553BLF;6
17877;E584IVM;9
17878;E765VZQ;3
17879;E776SRX;3
17880;E826TWV;6
17881;E848NCE;9
17882;E872QAE;3
17883;E978XHA;9
17884;C016DGX;6
17885;C016VJR;9
17886;C016ZKQ;4
17887;C060HNB;7
17888;C097RAL;9
17889;C111VMM;9
17890;C222DWP;3
17891;C251PMG;9
17892;C278PKB;9
17893;C298VRX;8
17894;C338IIG;7
17895;C341YBD;9
17896;C367XIK;9
17897;C381LFH;9
17898;C423UDP;9
17899;C440RAK;9
17900;C452SDS;9
17901;C468RCB;9
17902;C482IBU;9
17903;C514RAD;3
17904;C525EGL;3
17905;C548KLE;9
17906;C559FDG;9
17907;C660DZV;9
17908;C676IHE;9
17909;C685UVD;6
17910;C713ETV;9
17911;C713QWC;9
17912;C713WUD;9
17913;C721ASP;9
17914;C722INM;4
17915;C730MSK;9
17916;C732ZQK;8
17917;C814XVZ;8
17918;C814ZVY;9
17919;C816TCR;3
17920;C845GLV;9
17921;C914HEU;4
17922;C922TSY;9
17923;C937DPV;7
17924;C994RMU;9
17925;D166SPU;9
17926;D177UWU;9
17927;D190FMV;4
17928;D240IDI;9
17929;D341KMV;3
17930;D346NET;9
17931;D378SRH;9
17932;D442IRD;9
17933;D451TSC;7
17934;D467QAP;8
17935;D627DJC;9
17936;D648JRK;9
17937;D764KDP;4
17938;D789WFV;3
17939;D848YTM;6
17940;D870XKK;9
17941;D894BFD;9
17942;D898KLW;6
17943;D966SQG;3
17944;D978WHA;6
17945;D994GHU;7
17946;E037TJU;9
17947;E054QNN;6
17948;E177NQV;9
17949;E627SRT;9
17950;E860QGR;9
17951;E984SGP;6
17952;C017JJT;9
17953;C017MNW;7
17954;C017UIL;9
17955;C019AWC;9
17956;C019FVB;3
17957;C019FVS;9
17958;C019TWJ;8
17959;C019UXQ;3
17960;C020MMF;9
17961;C025HMS;6
17962;C027CKV;7
17963;C029AAI;8
17964;C046HUB;8
17965;C054LKH;3
17966;C070UTG;6
17967;C117RFU;6
17968;C118VDG;9
17969;C120ZKH;7
17970;C123FCW;9
17971;C130HUD;3
17972;C160GWI;8
17973;C164SKS;6
17974;C172PSZ;9
17975;C183JMQ;4
17976;C196UXE;9
17977;C218KZN;5
17978;C219BUQ;3
17979;C219WSA;5
17980;C246TVW;7
17981;C246UQM;9
17982;C281NTN;9
17983;C295LDP;9
17984;C318CAI;9
17985;C318LCR;6
17986;C318ZPL;6
17987;C324DTR;9
17988;C324KSJ;9
17989;C325CJD;9
17990;C342WDB;8
17991;C343CUG;9
17992;C372LBE;6
17993;C385VAZ;3
17994;C396RXB;9
17995;C417FFF;4
17996;C417FGL;6
17997;C417QID;9
17998;C417RJS;9
17999;C417XDH;6
18000;C419DTJ;3
18001;C419YRZ;3
18002;C420GCY;3
18003;C425VLM;9
18004;C437HKB;9
18005;C489CPV;9
18006;C519AKM;9
18007;C539WGE;9
18008;C584WYI;9
18009;C587UKG;4
18010;C618EWL;6
18011;C618SXF;6
18012;C618VVX;3
18013;C619EXC;6
18014;C619PTK;7
18015;C619WUQ;7
18016;C621IKX;3
18017;C642NBP;9
18018;C653JDJ;9
18019;C687HLK;9
18020;C695FEF;9
18021;C718TEK;6
18022;C751MRX;4
18023;C794AFH;9
18024;C795MFE;4
18025;C797XSH;9
18026;C812CEM;9
18027;C818KTD;9
18028;C822NBU;7
18029;C824CRG;3
18030;C824VQF;3
18031;C864DZP;9
18032;C869KGX;9
18033;C879AUA;7
18034;C884XBS;9
18035;C884YDB;9
18036;C891CLM;9
18037;C917DHX;8
18038;C917LHX;9
18039;C917VHT;4
18040;C919AKL;3
18041;C919NLQ;8
18042;C919TSA;3
18043;C932HNF;9
18044;C945VNX;9
18045;C969BLQ;9
18046;C990WVM;9
18047;D031QVN;9
18048;D294WUH;6
18049;D467KKH;9
18050;D574YFX;9
18051;D638BYB;8
18052;D647AUZ;3
18053;D667MQP;9
18054;D684ZKP;3
18055;D746NWS;9
18056;D770IVP;4
18057;D785WYE;9
18058;D794YRG;9
18059;E464AFJ;8
18060;E546RBZ;3
18061;C018HAK;5
18062;C020AHU;8
18063;C020EAE;9
18064;C020IHZ;6
18065;C020KBJ;3
18066;C020LBR;3
18067;C020RBQ;9
18068;C027QME;6
18069;C122XVX;4
18070;C145EYA;9
18071;C155WZE;3
18072;C185XMB;5
18073;C233JXY;6
18074;C265CAP;3
18075;C266HLL;9
18076;C277YAJ;3
18077;C323EMT;6
18078;C324SYU;6
18079;C328ZVC;9
18080;C337KYW;3
18081;C425GCL;7
18082;C464BGI;3
18083;C497AZV;6
18084;C517FUT;3
18085;C517GTK;6
18086;C517JSV;6
18087;C517PTT;9
18088;C517VVB;5
18089;C560QXE;9
18090;C564GYL;9
18091;C634WLW;3
18092;C659PCZ;6
18093;C718LQU;5
18094;C718LQX;3
18095;C718NSR;6
18096;C718TJR;4
18097;C776EDQ;4
18098;C776UDB;4
18099;C821VXJ;9
18100;C824FVE;6
18101;C839EEM;9
18102;C843NZA;9
18103;C876CPP;6
18104;C880CDX;3
18105;C919QRN;7
18106;C922FLM;5
18107;C947UWU;6
18108;D045DZR;8
18109;D099IAA;6
18110;D229ISQ;6
18111;D284GBF;6
18112;D290EIE;8
18113;D337YSP;4
18114;D374LGF;9
18115;D390YXN;3
18116;D429BMH;5
18117;D442SJY;3
18118;D492ZXT;6
18119;D580HCN;3
18120;D598PYT;9
18121;D632VQX;9
18122;D647JSP;9
18123;D648CUC;6
18124;D654LYN;7
18125;D666TXF;6
18126;D679GFR;9
18127;D744STI;9
18128;D751NEA;9
18129;D885ZYQ;9
18130;E131RZY;8
18131;E170CIY;4
18132;E284GEK;6
18133;E437PTR;6
18134;E561RXT;6
18135;E589PLB;4
18136;E632PHE;3
18137;E635YBN;6
18138;E733MHK;6
18139;E734DDU;6
18140;E734WDV;6
18141;E765NNK;9
18142;E858PDM;4
18143;E887ELF;9
18144;E984WTC;6
18145;C012EIJ;6
18146;C012FIJ;3
18147;C012HUE;5
18148;C012TTZ;5
18149;C016SEA;3
18150;C024SAI;3
18151;C046DDH;6
18152;C051CYY;9
18153;C112ACN;5
18154;C113PXJ;4
18155;C124TBG;4
18156;C146MLF;6
18157;C167YYK;6
18158;C182PYR;8
18159;C184YCZ;4
18160;C187LIC;3
18161;C213AYB;6
18162;C213DXW;5
18163;C213EXT;6
18164;C213KNP;6
18165;C213NLJ;3
18166;C213QLJ;3
18167;C213XYC;3
18168;C213YMG;3
18169;C213YYC;3
18170;C215EHA;8
18171;C224BMJ;4
18172;C224HRP;9
18173;C224XRB;3
18174;C311ACG;6
18175;C311XJX;9
18176;C311XJY;6
18177;C313RBR;6
18178;C359ETE;6
18179;C359MDZ;9
18180;C412CPY;3
18181;C412JMV;6
18182;C412JYN;6
18183;C412KRK;9
18184;C412NED;9
18185;C412PYP;3
18186;C420YVW;3
18187;C445IVP;6
18188;C453PSM;4
18189;C465CDR;9
18190;C486PSR;8
18191;C510HUG;6
18192;C510HYS;3
